"activityType","startTimestamp","endTimestamp","kilometers","hours","speed","timeOfDay","weekday","weekOfYear","month"
"CYCLING",2022-05-06 17:32:27,2022-05-06 18:22:26,12.0790005920233,0.833055555555556,14.4996339217352,"Afternoon","Friday",18,"May"
"CYCLING",2022-05-07 17:37:37,2022-05-07 18:06:09,5.8174835390433,0.475555555555556,12.2330261335023,"Afternoon","Saturday",19,"May"
"CYCLING",2022-05-07 18:31:11,2022-05-07 20:33:03,18.2479884381041,2.03111111111111,8.98423938418693,"Afternoon","Saturday",19,"May"
"CYCLING",2022-05-07 20:38:37,2022-05-07 20:42:36,0.904788728885484,0.0663888888888889,13.6286168367688,"Evening","Saturday",19,"May"
"CYCLING",2022-05-07 20:55:05,2022-05-07 20:59:11,0.702623123979463,0.0683333333333333,10.2822896192117,"Evening","Saturday",19,"May"
"CYCLING",2022-05-08 13:35:36,2022-05-08 13:50:06,3.5526221411793,0.241666666666667,14.7005054117764,"Afternoon","Sunday",19,"May"
"CYCLING",2022-05-08 14:24:50,2022-05-08 14:42:30,3.34724015446692,0.294444444444444,11.367985430265,"Afternoon","Sunday",19,"May"
"CYCLING",2022-05-08 17:16:22,2022-05-08 17:33:16,3.54022995316087,0.281666666666667,12.5688637390327,"Afternoon","Sunday",19,"May"
"CYCLING",2022-05-08 19:50:30,2022-05-08 20:19:18,6.91553942483071,0.48,14.4073738017307,"Evening","Sunday",19,"May"
"CYCLING",2022-05-09 13:20:09,2022-05-09 13:42:37,5.20075341602578,0.374444444444444,13.8892524463596,"Afternoon","Monday",19,"May"
"CYCLING",2022-05-09 14:20:31,2022-05-09 14:23:12,0.459009003110213,0.0447222222222222,10.2635553490482,"Afternoon","Monday",19,"May"
"CYCLING",2022-05-09 14:37:18,2022-05-09 14:38:58,0.177948662076668,0.0277777777777778,6.40615183476004,"Afternoon","Monday",19,"May"
"CYCLING",2022-05-09 19:16:42,2022-05-09 20:07:44,9.78579442897658,0.850555555555556,11.505179602977,"Evening","Monday",19,"May"
"CYCLING",2022-05-10 10:55:27,2022-05-10 11:19:53,6.38070047902515,0.407222222222222,15.6688415583155,"Morning","Tuesday",19,"May"
"CYCLING",2022-05-10 11:45:17,2022-05-10 11:49:30,0.974943346831706,0.0702777777777778,13.8727116545223,"Morning","Tuesday",19,"May"
"CYCLING",2022-05-10 12:42:26,2022-05-10 12:46:07,1.46595978293041,0.0613888888888889,23.8798878667398,"Morning","Tuesday",19,"May"
"CYCLING",2022-05-10 13:26:34,2022-05-10 13:46:34,2.40558689671003,0.333333333333333,7.2167606901301,"Afternoon","Tuesday",19,"May"
"CYCLING",2022-05-11 00:38:03,2022-05-11 00:50:03,3.27103108130417,0.2,16.3551554065209,"Night","Wednesday",19,"May"
